time,plug_tip_x,plug_tip_y,plug_tip_z,port_target_x,port_target_y,port_target_z,error_x,error_y,error_z,error_axial,error_lateral,error_norm,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,base_x,base_y,base_yaw,right_tcp_force,right_actual_j1,right_actual_j2,right_actual_j3,right_actual_j4,right_actual_j5,right_actual_j6,right_target_j1,right_target_j2,right_target_j3,right_target_j4,right_target_j5,right_target_j6
1.000000000000000056e-01,2.340514676185669607e-01,3.910243932060577521e-01,8.661996663281540387e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514676185669234e-01,1.502439320611936857e-02,-1.780033367184596926e-02,-1.920514676185700320e-01,2.329343834731029475e-02,1.934589116181691659e-01,2.820801389974982865e-01,-1.203093073564644178e-01,9.653366724416319045e-01,-4.517165658360441371e-01,-1.203093119963743601e-01,9.653360639732561088e-01,2.783017080238653886e-12,-4.385674365103323646e-01,-2.273213526171875598e-12,0.000000000000000000e+00,-7.707119051255768849e-03,-7.900806085466156306e-04,-7.982826019562350595e-04,-8.097061744082260232e-04,7.448946753543399029e-04,-9.654703184185244496e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000006e-01,2.340514676836208952e-01,3.910243932359251384e-01,8.661996667773181890e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514676836208579e-01,1.502439323598675491e-02,-1.780033322268181895e-02,-1.920514676836239665e-01,2.329343802333355001e-02,1.934589116437414047e-01,2.820800863096437627e-01,-1.179935704163207616e-01,9.653366889509423787e-01,-4.517166185158683622e-01,-1.179935748950345920e-01,9.653360805444968218e-01,2.527917637527220872e-12,-4.362517268034932783e-01,-2.062139677979137980e-12,0.000000000000000000e+00,-7.707059761348345958e-03,-7.899514240446705790e-04,-7.983123407764537369e-04,-8.097425750186925059e-04,7.449305132370297915e-04,-1.000962271778231072e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,2.340514677209238059e-01,3.910243932525818700e-01,8.661996670435115897e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677209237686e-01,1.502439325264348646e-02,-1.780033295648841829e-02,-1.920514677209268772e-01,2.329343783065808762e-02,1.934589116575738121e-01,2.820800355676106319e-01,-1.154815455644318534e-01,9.653367065118318990e-01,-4.517166692518775895e-01,-1.154815498803200557e-01,9.653360981745520153e-01,2.297531255731204602e-12,-4.337397287758242848e-01,-1.869085558410959797e-12,0.000000000000000000e+00,-7.707001385522637901e-03,-7.898280770384400948e-04,-7.983387140625933416e-04,-8.097734148670497449e-04,7.449610511678592681e-04,-1.030880088476942738e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e-01,2.340514677393196186e-01,3.910243932605157458e-01,8.661996671849365725e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677393195813e-01,1.502439326057736224e-02,-1.780033281506343545e-02,-1.920514677393226899e-01,2.329343772770161788e-02,1.934589116634393147e-01,2.820799867356820756e-01,-1.127774540432824185e-01,9.653367248920186050e-01,-4.517167180794977588e-01,-1.127774581950736627e-01,9.653361166300297169e-01,2.089587921816673969e-12,-4.310356636815317333e-01,-1.693008370597266509e-12,0.000000000000000000e+00,-7.706943893971421149e-03,-7.897103164212053179e-04,-7.983620889461727444e-04,-8.097995541537067986e-04,7.449870728153199775e-04,-1.056108431627555988e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e-01,2.340514677456158321e-01,3.910243932630417807e-01,8.661996672457880075e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677456157948e-01,1.502439326310339718e-02,-1.780033275421200045e-02,-1.920514677456189034e-01,2.329343768282959512e-02,1.934589116642868867e-01,2.820799397736251102e-01,-1.098855170964702782e-01,9.653367438955617885e-01,-4.517167650387072242e-01,-1.098855210832443419e-01,9.653361357140156640e-01,1.901988592871121662e-12,-4.281437527748231942e-01,-1.532801476440633320e-12,0.000000000000000000e+00,-7.706887259970891975e-03,-7.895978986095504408e-04,-7.983827957967807275e-04,-8.098217190701438800e-04,7.450092460637316007e-04,-1.077390555214987539e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,2.340514677447836367e-01,3.910243932624954399e-01,8.661996672581088186e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677447835994e-01,1.502439326255705643e-02,-1.780033274189118941e-02,-1.920514677447867080e-01,2.329343767306191193e-02,1.934589116622846550e-01,2.820798946375529526e-01,-1.068099559685173477e-01,9.653367633574916340e-01,-4.517168101731719454e-01,-1.068099597896920022e-01,9.653361552606872786e-01,1.732799871025508002e-12,-4.250682173099066818e-01,-1.387337971781239364e-12,0.000000000000000000e+00,-7.706831459371209399e-03,-7.894905879695400313e-04,-7.984011312712455165e-04,-8.098405226762915013e-04,7.450281401157581983e-04,-1.095350954610358592e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-01,2.340514677402644461e-01,3.910243932604398620e-01,8.661996672440510636e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677402644088e-01,1.502439326050147850e-02,-1.780033275594894437e-02,-1.920514677402675174e-01,2.329343768247867791e-02,1.934589116589321700e-01,2.820798512807002334e-01,-1.035549919047298317e-01,9.653367831392052345e-01,-4.517168535294651677e-01,-1.035549955600426897e-01,9.653361751306913652e-01,1.580246910570683103e-12,-4.218132785409910990e-01,-1.255499912951713924e-12,0.000000000000000000e+00,-7.706776470208504329e-03,-7.893881571187798176e-04,-7.984173612361937858e-04,-8.098564825692010360e-04,7.450442400663972531e-04,-1.110514435840312406e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000122e-01,2.340514677343018546e-01,3.910243932578592596e-01,8.661996672181282442e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677343018173e-01,1.502439325792087610e-02,-1.780033278187176382e-02,-1.920514677343049259e-01,2.329343770062382302e-02,1.934589116551977683e-01,2.820798096541093369e-01,-1.001248461510871463e-01,9.653368031245301850e-01,-4.517168951563781398e-01,-1.001248496405768712e-01,9.653361952071981555e-01,1.442705296836161518e-12,-4.183831577222855702e-01,-1.136198280644027964e-12,0.000000000000000000e+00,-7.706722272391360387e-03,-7.892903871083298750e-04,-7.984317235373923800e-04,-8.098700358144029533e-04,7.450579593221027998e-04,-1.123322135660683679e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999933e-01,2.340514677282513611e-01,3.910243932553241208e-01,8.661996671892333577e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677282513238e-01,1.502439325538573733e-02,-1.780033281076665030e-02,-1.920514677282544325e-01,2.329343772106948207e-02,1.934589116516530483e-01,2.820797697072304766e-01,-9.652373995414958996e-02,9.653368232163672680e-01,-4.517169351043171521e-01,-9.652374327813502408e-02,9.653362153925297839e-01,1.318692333565787082e-12,-4.147820761079997753e-01,-1.028386627415600734e-12,0.000000000000000000e+00,-7.706668847439852518e-03,-7.891970674981452563e-04,-7.984444306010376156e-04,-8.098815515510430444e-04,7.450696501844744071e-04,-1.134144963468265986e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000022e-01,2.340514677228436313e-01,3.910243932531239919e-01,8.661996671623187760e-01,4.200000000000003730e-02,3.759999999999383835e-01,8.840000000000000080e-01,1.920514677228435940e-01,1.502439325318560837e-02,-1.780033283768123198e-02,-1.920514677228467026e-01,2.329343774021791838e-02,1.934589116485902205e-01,2.820797313884414459e-01,-9.275589456098166929e-02,9.653368433338241905e-01,-4.517169734247798440e-01,-9.275589772004090572e-02,9.653362356052852533e-01,1.206858088216460868e-12,-4.110142549523438937e-01,-9.310701806279178647e-13,0.000000000000000000e+00,-7.706616178265282210e-03,-7.891079963427300456e-04,-7.984556718598907451e-04,-8.098913416255906382e-04,7.450796128707572359e-04,-1.143294872978610523e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
