time,port_target_error_x_mm,port_target_error_y_mm,port_target_error_z_mm,plug_tip_error_x_mm,plug_tip_error_y_mm,plug_tip_error_z_mm,port_marker_camera_count,plug_marker_camera_count
1.100999999999999979e+01,3.663730487855759721e-01,-3.413517372113927806e-01,4.414158419466795991e-01,-1.398794115489709888e-01,-3.661479628341846038e-02,7.155644838774399830e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.101999999999999957e+01,-4.412263913763370127e-01,-1.363203549675784387e-01,3.682462782729212236e-01,6.283525744721352169e-02,3.696727003266730982e-01,-4.411907619411570280e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.102999999999999936e+01,-6.031385244371217924e-01,1.171839591322387797e+00,-6.281433096216870737e-01,-5.004972502007654089e-01,-1.259483972227970483e+00,4.315159437344728843e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.104000000000000092e+01,1.517830065025926878e-02,3.947437027397859843e-01,-6.767255975654862254e-01,-3.597092127075596224e-01,1.479005307500891320e-01,1.413923467866728956e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.105000000000000071e+01,-2.352694099370944425e-01,5.413255765939761766e-01,-2.995957639173596476e-01,-6.334344766084076817e-01,-1.017253022978670263e+00,7.797946596461713398e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.106000000000000050e+01,1.330440662655335560e-01,1.282529754116912279e-01,-1.746418687164075223e-01,-7.831846788796947845e-01,1.252266188371209399e+00,3.924822782042092228e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.107000000000000028e+01,-9.548783978791108851e-02,-3.038174611205701758e-01,-5.152130565088119951e-01,3.175847739787240886e-01,2.541168284453387827e-02,-7.207496236867338979e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.108000000000000007e+01,3.121017065548098435e-01,4.071607053655057484e-01,-4.147199246427035746e-01,-1.075611632225553782e+00,3.012298881571173759e-01,8.359721846573631154e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.108999999999999986e+01,9.031980062410016608e-02,-5.648565084478418541e-01,8.350501523010089855e-01,9.018235573485244849e-02,-8.279827814355322779e-01,1.015470029150256082e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.109999999999999964e+01,-5.062878818150456928e-01,1.049862618566987926e+00,-5.005883058110116579e-01,-8.553468856092039108e-01,1.944496925652683395e+00,1.146491466304966345e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.110999999999999943e+01,-4.319938170006393241e-01,5.319481029935624328e-01,9.023756202597432718e-03,-8.580713801381589789e-01,-7.828524910298839679e-01,2.803878938829607037e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.112000000000000099e+01,-4.288246932305089798e-01,-3.379982538815884396e-01,-3.386050385045802358e-02,-7.870802654234287932e-01,6.276622530082542895e-01,3.978224931555640609e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.113000000000000078e+01,1.824808856042137162e-01,-2.115193046660079901e-01,2.382890709264895435e-01,-2.422734382311886314e-01,9.635202722860225499e-01,-2.481814885326727449e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.114000000000000057e+01,-9.925283668521522884e-02,1.214171783937068039e+00,5.959764643116427507e-01,-5.201017845569144704e-01,4.381160850855936317e-01,-7.141223824577158652e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.115000000000000036e+01,-1.312297295699704769e-01,5.678714956396380131e-01,1.425095161112777120e-01,5.482915548493672020e-01,-3.623153780678567415e-01,-8.302316647808005712e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.116000000000000014e+01,9.289920545536844987e-01,-5.785905532229573822e-01,-6.386051377009760444e-01,-1.113484684567622729e+00,-4.356513311313259251e-01,2.816493432902245075e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.116999999999999993e+01,-3.032347869573875920e-01,-3.011199340090531251e-01,-5.841344862416164574e-01,-1.171030122033872578e+00,4.787884598939640135e-01,9.279675237938711518e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.117999999999999972e+01,-6.176293014359401923e-03,-4.605444571081918070e-02,-6.576730634543226373e-01,5.915827450768407214e-01,5.700992495188961229e-02,1.499376824540821218e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.118999999999999950e+01,-4.274306106214209589e-01,-6.253373677043705392e-01,-1.008695940433845806e+00,-9.236214373457285465e-01,-3.116527276864067275e-02,9.113571957375388166e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.120000000000000107e+01,-7.252834650011280582e-01,-4.225331527252240704e-01,-5.659453396726910057e-01,-2.055386623503185906e-01,3.433046384841986765e-01,-9.995759083839539372e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.121000000000000085e+01,-3.992975695796263658e-02,2.259515925860933194e-01,1.767151245818388006e-01,1.433169830237779330e-01,-6.462688516045145271e-01,-1.332570022021695166e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.122000000000000064e+01,-7.905334816931675057e-01,2.908859081858228279e-01,-4.059024799294430608e-01,-1.602727281547505767e+00,8.390005719828841357e-01,-4.856006046433103407e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.123000000000000043e+01,5.908858272604539108e-01,-1.304856133007015195e-01,-1.987535596219558442e-01,-4.473253079076422445e-02,-8.293387509126226576e-01,9.002956153498775649e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.124000000000000021e+01,-4.004163940739130512e-01,-1.467489321522963408e+00,-9.180973059339514464e-01,-7.373652460771484840e-01,-1.185370014888942336e-01,-4.656773775659761583e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.125000000000000000e+01,2.001339152619963091e-01,7.418866536013091206e-02,3.372105486756371562e-01,3.846439032864634733e-01,2.991242698546781043e-01,-7.067963423459389105e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.125999999999999979e+01,4.392106030541437223e-01,2.530829943630519274e-01,-2.023411261827812169e-01,-1.367274850197774949e-01,1.431927739614091699e-01,-3.469226896428700968e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.126999999999999957e+01,1.164329889048715261e+00,8.007371006790720003e-02,3.938328767265630859e-01,1.903336722767767775e-01,-1.382316361693947115e+00,7.135203419889046828e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.127999999999999936e+01,-1.026037827638603961e-01,7.527190530448590877e-01,-3.848750094181951908e-04,4.922525112715792073e-01,8.036067439254335198e-02,5.189947795158911248e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.129000000000000092e+01,4.346148524003723423e-01,-6.463186126970943413e-01,-7.658613964574012556e-01,3.231863641922627650e-02,2.122722645373276151e+00,1.848840814735464022e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.130000000000000071e+01,3.513434058241698965e-01,2.025327351595773706e-01,-4.479312429076509616e-01,5.092706538465940902e-01,-7.822370134393241692e-01,7.140984125963978357e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.131000000000000050e+01,-4.546362387598396060e-01,4.756802441093221923e-01,-6.276162019628328537e-01,-6.753437816013618811e-01,3.684235083337705774e-01,2.537815794740883035e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.132000000000000028e+01,-1.428867761473634479e-01,-7.700317057390826392e-02,-5.636835535471895753e-02,-1.023558823614378888e+00,-3.374231698201057839e-01,2.149209766978188441e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.133000000000000007e+01,1.581407661584016688e-01,-3.686006565062904805e-01,4.802766386478030114e-01,2.701109409758428725e-01,9.166976867824305764e-01,-2.521492312622664045e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.133999999999999986e+01,3.811456962778542179e-01,2.646404951784919746e-01,-6.934629240742395950e-01,3.973803346202231523e-02,6.403654832402572161e-01,4.096799615853630172e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.134999999999999964e+01,9.483142148947881767e-01,-7.516370259955107436e-01,-2.610229932223928628e-01,-1.089438595726632819e-01,4.023020906757102111e-01,-6.278381096115337456e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.135999999999999943e+01,3.435681895254255602e-01,4.371086771183252395e-01,4.231197549161569427e-01,-3.730337387827797890e-01,2.459765570015370884e-01,8.837810653427036200e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.137000000000000099e+01,-8.136705315824332985e-01,-1.884268081591145005e-01,-1.182603453888875222e+00,3.631178768644105492e-01,-5.187221852839263292e-01,7.225102150610895890e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.138000000000000078e+01,-1.498920836274231227e-01,-2.065607151098824978e-01,6.490396763989547679e-01,-5.988910106342615336e-01,1.463546448909891495e-01,8.461901301839436229e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.139000000000000057e+01,6.268494269406899022e-02,1.164829899471309105e+00,-9.558257326001129428e-01,-4.519829056669755207e-01,5.239001444027890919e-01,-1.900477194642924417e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.140000000000000036e+01,-7.260246595884867205e-01,3.297734187179268694e-01,-1.633430876992747471e-01,-3.020395279901555430e-01,-4.471434664474749354e-01,-3.398708011967954690e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.141000000000000014e+01,-2.078616171441172167e-01,4.667264292646522428e-01,-3.000402361917897665e-01,-8.662716765562294974e-01,1.349244331568355548e+00,-1.135394434422454246e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.141999999999999993e+01,-2.702274897312950674e-01,5.750359942741645192e-01,-2.960153616103911034e-01,4.569327588242744209e-01,8.181320066385500134e-01,-8.670625723129488094e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.142999999999999972e+01,1.834171772726461702e-01,-1.598071215722918215e+00,-5.147876361395464784e-01,-7.864342448897221338e-01,9.044592795943162677e-01,1.647715113532122189e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.143999999999999950e+01,8.349886775412956874e-01,-5.193707386443313645e-01,-2.177809438430600153e-01,8.363210783648156177e-01,-2.348271224455467099e-01,-9.684818673862949368e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.145000000000000107e+01,-6.213150184796317754e-01,1.381271889094315419e-01,-9.476401064222317316e-01,9.972147652783924787e-01,-7.058995157388503472e-01,-1.220456633003186298e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.146000000000000085e+01,1.000593574799341079e-01,6.652172217361806972e-01,8.107638792629323632e-01,-6.957681029021445251e-01,-1.576395874758440563e+00,6.591977766565726427e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.147000000000000064e+01,-7.207092148937693787e-01,9.127869720804149267e-01,5.930971173290222609e-01,-9.862476780359008544e-02,6.395945299237371096e-01,1.439202848492193709e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.148000000000000043e+01,8.216360533953304124e-01,-2.630911059003926411e-01,-1.314863646285635568e-01,-6.993265456172736982e-01,-2.562028093201496048e-01,-1.505757230496618249e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.149000000000000021e+01,2.339934287198114360e-01,-7.981157407730976594e-01,2.883089646198433442e-01,-8.940838557394692465e-02,4.348488597066824113e-01,-4.053907733247985590e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.150000000000000000e+01,7.931754336253094007e-02,-3.841500109930118256e-02,6.349440364050717989e-02,-5.510612563956740484e-01,-2.400996859743265155e-01,8.235945013987944208e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.150999999999999979e+01,3.923091245641302516e-01,-8.690575600625027874e-01,7.622742333229792777e-01,2.874370931565950471e-01,9.174157117675107997e-02,6.111546499845132985e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.151999999999999957e+01,1.434840670406917207e-01,1.286631630008472360e+00,1.134718118954713972e-01,1.672026339094023761e-01,1.362720959757923733e+00,-1.553802084146571616e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.152999999999999936e+01,-2.869702124075057537e-01,2.924940691061972409e-01,3.404775766969736495e-01,-1.001932638997893310e-01,1.093706306930786187e+00,-1.553795529805501729e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.154000000000000092e+01,-1.234436405671140990e-01,-7.114836264621171580e-02,-6.216168460798643380e-01,-7.321117644204511166e-03,1.413858756527663907e-01,8.435643354550714790e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.155000000000000071e+01,-3.239614325567796715e-01,-1.075652993655584755e+00,7.225886505546341709e-02,3.144410626151894483e-02,1.738764149455229724e+00,-1.964734180281979548e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.156000000000000050e+01,-8.829739990065532673e-02,2.992237563242405862e-01,-5.822745862167355568e-01,1.290533556128847792e+00,-4.696300154121146875e-01,-1.128056038220082158e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.157000000000000028e+01,-7.260962485657052046e-02,5.107571672854360756e-01,-4.878887601792447626e-01,-2.178613710085708366e-01,1.417122662760283980e+00,-3.968420867996869106e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.158000000000000007e+01,2.165427299796462979e-01,-4.001690685213610266e-01,-5.128273442451813935e-01,-6.983815551577510217e-01,1.109041400207955164e-01,-1.252854585407359167e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.158999999999999986e+01,-1.093132589176731839e+00,-3.072602268904267575e-01,-3.502715866788852495e-01,-2.838493000572872571e-01,2.641986791113160038e-01,5.833509844521689303e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.159999999999999964e+01,-4.257620786737581486e-01,-2.994351778105031059e-01,1.905933368333556643e-01,-1.114461910537989375e-01,9.001997102716097210e-01,-4.383632609655796486e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.160999999999999943e+01,9.331500208300952393e-01,-1.237641709527004252e+00,-9.395153970456204817e-01,1.769651569077379527e-01,8.033601043652138785e-01,-1.640377393241632120e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.162000000000000099e+01,3.340132365807352288e-01,5.938241586371240111e-01,-4.929855614297373734e-01,6.313483824115229126e-01,-3.301083577473273856e-01,-5.504194623418001697e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.163000000000000078e+01,2.715974687710204227e-01,3.639014611203084115e-01,-8.322069104393925443e-03,1.517025686885442592e-01,4.189296547848497809e-01,-3.359720720440551034e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.164000000000000057e+01,-9.589151746743351801e-01,1.240994635192838036e+00,-1.026873390397642360e+00,8.210879723690445164e-01,-6.260909802267011770e-01,3.999476810765401069e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.165000000000000036e+01,1.330638170449482960e-01,1.039725253287437923e+00,3.646337213655259646e-01,9.490424386213169861e-02,-1.412650639709411848e-02,1.095436516017178619e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.166000000000000014e+01,1.134713315348145901e+00,-6.951282190659768823e-01,-9.160432159560638610e-02,-8.505552927490223070e-02,-6.742570488708632404e-01,5.574067102624979952e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.166999999999999993e+01,5.013823097864827938e-01,-3.833288383092714469e-02,-3.742491275807724449e-01,4.941073429022280195e-01,2.309723663111995506e-01,9.370636710412938442e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.167999999999999972e+01,-1.597014369759258701e-01,-1.369476688201087811e-01,6.874429742311782832e-01,-5.171642253887220875e-01,-7.260603087528849642e-01,1.536251610145811242e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.168999999999999950e+01,-1.900871998726655354e-01,-1.473133565482787066e+00,-1.398541347589099537e+00,5.502498087970042473e-01,3.478405276709506388e-01,5.143787931397580948e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.170000000000000107e+01,-2.444088061885618668e-01,-4.775538954026048444e-01,5.052850289598564970e-01,5.674788878002323678e-01,4.322486074145315271e-01,6.242407758544343821e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.171000000000000085e+01,-6.773200719925598356e-01,-2.705288063077349037e-01,6.643488510973405425e-01,-1.625136001031646238e-01,-4.946206506222794452e-01,2.861617357682311180e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.172000000000000064e+01,3.278134322500375619e-01,-1.847157271190891237e-01,2.821485349479013749e-01,7.650491718710905609e-02,5.254896896306204823e-01,9.423384554596569984e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.173000000000000043e+01,-4.915007835114698631e-01,2.840541071068569678e-01,2.320533852997463953e-01,5.675798707746593230e-02,-1.454952575246637458e+00,9.684553181108501718e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.174000000000000021e+01,-3.075828474921465938e-01,8.453207861269795842e-02,6.100316238555336668e-02,7.751406660091442191e-01,-1.271434306561292082e+00,7.077535132564705123e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.175000000000000000e+01,-1.814751500888445168e-01,6.513392807240836468e-01,2.737281218605502886e-01,9.916990403212588845e-01,-5.607174944078918699e-01,-1.631198054472537962e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.175999999999999979e+01,5.689412939777899192e-01,-7.327022135711347417e-02,2.048841312686233707e-01,8.450182138129425091e-01,3.166047945081240655e-01,-1.034598610179848777e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.176999999999999957e+01,-1.437970642759592188e+00,-1.045119489940793400e+00,-2.144689495195972739e-01,4.914306912772170577e-01,-8.473634808863206302e-01,-1.369297846601780222e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.177999999999999936e+01,1.667916243122125053e-01,-5.765855657816620905e-01,3.854309080718598679e-01,-4.330100920106882967e-01,7.625976314984406201e-01,-6.323195065666142867e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.179000000000000092e+01,1.155859225196037565e-01,-4.354913315191000223e-01,-2.105734967600136898e-01,-5.322639256125916152e-01,-4.616964930215239349e-02,4.715288560793728934e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.180000000000000071e+01,8.904933725145391943e-01,-3.256182748687108663e-01,4.741500866414227744e-01,8.549327947938167860e-01,9.989971656005347533e-01,3.037620643941973952e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.181000000000000050e+01,-5.835477366051833314e-01,-9.871391281362495995e-01,-4.496337152133378368e-01,-2.125029447190007748e-01,-6.538450517070137913e-01,7.712567022828409335e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.182000000000000028e+01,6.716286000260363043e-01,5.645710461096853372e-01,5.927275913201190960e-01,2.237500384242585572e-01,6.622668209795845584e-01,-6.575772900201393156e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.183000000000000007e+01,1.287118209875870445e-01,4.651446831363537093e-01,8.809345926046319164e-01,1.309676787446589774e+00,-5.821288741064689631e-01,-5.231379600981744815e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.183999999999999986e+01,-8.170273760171598010e-01,4.303098319566323049e-01,-1.738240706701255078e-01,6.539037241951317636e-01,-9.531738921264576447e-01,-6.361207151112102665e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.184999999999999964e+01,1.847564532118511904e-01,8.183714486018067724e-01,-6.567303938844748501e-01,-1.098351715647399862e+00,7.116411053207372106e-01,-4.639143434590486947e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.185999999999999943e+01,-1.771937843061538453e-01,-5.151516830440017181e-01,-2.819408604730622159e-01,-4.454979284004290108e-01,-3.029994489301968130e-01,-7.460323927476197881e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.187000000000000099e+01,-8.470922507237965693e-01,7.127701449122225696e-02,5.195937249266036062e-01,-3.773897603339126938e-01,-2.440893847465708255e-01,8.386396641125726248e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.188000000000000078e+01,2.890095177471990739e-01,-2.833588330686809265e-01,-5.418011710152104143e-01,4.478351044600592523e-01,-8.499385943893100759e-01,-1.604690487416404743e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.189000000000000057e+01,-2.243290199778202876e-01,2.481581449410019680e-01,3.158681428112597445e-01,-4.473294588970000429e-01,-1.151769211361286516e+00,5.499948450189418026e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.190000000000000036e+01,-4.848064980499111609e-02,8.941380547294874859e-02,-2.481642853392473924e-01,9.581726917413102562e-01,7.515216249740497290e-01,7.240769197769392207e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.191000000000000014e+01,-4.624523178342609953e-03,5.614047195918736577e-01,4.972041398587645489e-01,5.215675982785106246e-01,-2.673687254217127496e-01,-6.503934693903312692e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.191999999999999993e+01,-5.112208212391944340e-02,-2.996346412648120960e-02,4.968270017042808462e-01,1.415658628173555034e-01,-1.551927465789304517e+00,-9.823952602647789689e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.192999999999999972e+01,2.004468329583203312e-01,-3.646540446445856176e-01,1.638266592225434692e-01,1.174886400004404585e+00,-6.309896951637861129e-01,-8.859004469607967280e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.193999999999999950e+01,-7.894261487362275176e-02,9.656103162425377917e-02,-3.721449839145796190e-01,1.135604123382316644e-01,-6.813799578548329627e-01,-3.903532203364257214e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.195000000000000107e+01,-2.086531922897705282e-01,-9.415334221751781030e-02,-4.255453358824601295e-01,2.443096635766639491e-01,-1.049303013923030825e+00,1.307531382925608554e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.196000000000000085e+01,2.186148342841753855e-01,-1.271280009217390372e-01,-1.870166191619837548e-01,-1.095881486878752531e+00,6.623183452934000570e-01,-1.093049712825866493e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.197000000000000064e+01,-7.400821593757378469e-02,1.331541754171494674e-01,-2.436024313130502605e-01,-1.187605373903222183e-01,-2.364685112300479730e-01,3.336980330523875438e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.198000000000000043e+01,9.327478332446514919e-02,5.880890089431933809e-01,4.906774012186643219e-01,-9.902643931674892652e-01,-5.740720859415127109e-02,2.883759244398653721e-03,3.000000000000000000e+00,3.000000000000000000e+00
1.199000000000000021e+01,-8.386448220920605934e-01,5.058880697805800963e-02,-8.682920399663007771e-01,1.090041588842599607e+00,6.505204701716116311e-01,-1.150256475759392494e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.200000000000000000e+01,-4.265094282684400717e-01,6.396031045098893308e-01,-3.724279877852509912e-01,5.812798105943595139e-01,-4.953906730541524084e-01,-2.380088033587801633e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.200999999999999979e+01,-1.240988479274826695e+00,9.299001321271260778e-01,5.646896756309471854e-01,3.952753046630730349e-01,-1.670382633105094161e+00,4.157916373879189109e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.201999999999999957e+01,2.091767533350802344e-01,7.904709177636304318e-02,-3.428223281422004831e-01,5.998645438019534204e-01,-7.788081441121308401e-01,-5.510480657160421458e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.203000000000000114e+01,1.537339290792888447e-01,-7.975989180360465447e-01,-1.055546768970461180e+00,6.205458882332925974e-01,1.143465596994519551e+00,2.963060651384186173e-02,3.000000000000000000e+00,3.000000000000000000e+00
1.204000000000000092e+01,4.367103729621263364e-01,4.463054201379046404e-01,-8.252616134043488927e-01,3.126558598001705214e-02,-1.135509461991979219e+00,-8.280208810874656322e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.205000000000000071e+01,-3.236132995191737249e-01,2.620407600235075130e-01,-1.566987205077197132e-01,5.614356690474830991e-01,6.491363612623479717e-01,5.707584153556988227e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.206000000000000050e+01,7.385055194611411800e-03,-5.396345589064321935e-01,7.155134373507676671e-01,2.421446663420367962e-01,-1.338708774546892855e+00,2.901419876727429070e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.207000000000000028e+01,1.315532447941497596e-01,-5.491676218273844334e-01,-1.139430829657506195e-01,-2.445580228096211339e-01,9.936933934125424805e-01,1.536182282686482381e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.208000000000000007e+01,6.242831924845038127e-01,8.338781593186794794e-01,7.255104639856124749e-01,-1.553326280328837239e-01,1.589217729047576189e+00,4.152756080169073272e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.208999999999999986e+01,6.925185456954502383e-01,6.354381848971968338e-02,-4.077493979958157766e-01,1.332053859917081695e-01,9.041361431444405738e-02,2.908335081549529022e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.209999999999999964e+01,-1.885206932261962454e-01,1.231577966564589843e+00,-2.509766066329799372e-01,1.004105437498736819e-01,4.325210508013266342e-01,6.114677282839098282e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.210999999999999943e+01,-1.055536292340355953e+00,5.337442371491918358e-01,-5.798070455700354842e-01,1.413977279310363322e-02,6.200615769018091861e-01,-3.809947857629225609e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.212000000000000099e+01,9.291866979276725003e-01,-5.464868928667376835e-02,-8.748060406477131679e-01,1.626110097646127350e-01,9.609367325913442670e-03,-3.324559138658811364e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.213000000000000078e+01,-3.105731150508800331e-01,2.875862507969451087e-01,-1.457191147536951448e-01,1.095061403245667364e-01,4.006701047942762273e-03,1.359258551420827743e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.214000000000000057e+01,-8.330537586163644370e-01,-9.665853364371201906e-04,-2.219073327511811300e-01,-8.015110653555868048e-02,-3.441212828821371694e-01,7.957378775595991272e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.215000000000000036e+01,7.219199490478972470e-01,4.042669253566111287e-01,2.349945235587957981e-01,5.565021608619491467e-02,4.836519747753453835e-01,-4.090156734593008991e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.216000000000000014e+01,2.069723808056922465e-02,4.985888722252029837e-01,-6.449412696007961188e-02,1.698917546346795371e+00,4.219818732438262998e-01,-2.942200790225779627e-01,3.000000000000000000e+00,3.000000000000000000e+00
