time,port_target_error_x_mm,port_target_error_y_mm,port_target_error_z_mm,plug_tip_error_x_mm,plug_tip_error_y_mm,plug_tip_error_z_mm,port_marker_camera_count,plug_marker_camera_count
2.899999999999999800e-01,6.294703164134163309e-01,2.943153854856328522e-02,-4.881734643658042216e-02,-3.212066226840892824e-01,1.028424437972630390e+00,-7.636335791201265266e-01,3.000000000000000000e+00,2.000000000000000000e+00
2.999999999999999889e-01,5.633789363175129017e-01,2.775613937612830817e-01,1.334332830344897580e+00,6.076601539121428974e-01,1.943789069904777733e-01,1.097372898633319771e+00,3.000000000000000000e+00,2.000000000000000000e+00
3.099999999999999978e-01,-5.186175625442740467e-01,-1.369103735327448224e+00,-6.089448804481589761e-01,1.293193882212773094e+00,-5.964051703284400929e-01,-9.593099771835200684e-01,3.000000000000000000e+00,2.000000000000000000e+00
3.200000000000000067e-01,3.957332168046390208e-01,-5.286400489104003952e-01,-7.107197205754589575e-01,9.481422873139355723e-01,-3.071964663250992267e-01,-1.244664114338212002e-01,3.000000000000000000e+00,2.000000000000000000e+00
3.300000000000000155e-01,4.647890630629647468e-01,-1.269596151241003668e+00,-5.611895368951014262e-02,-5.716026743121660481e-01,6.679729546676949070e-02,-1.102583005280211026e+00,3.000000000000000000e+00,2.000000000000000000e+00
3.400000000000000244e-01,-6.328030906923021170e-01,-3.335170327599112916e-01,4.531077862867105566e-01,-2.858632212252021354e-01,1.277122168254485324e-01,9.309654006357526157e-01,3.000000000000000000e+00,2.000000000000000000e+00
3.500000000000000333e-01,4.970078645953057705e-01,-1.139175580278095623e-01,-4.146142171435052148e-02,5.008062057548223756e-01,-5.331905436278261412e-01,5.263835690794138600e-02,3.000000000000000000e+00,2.000000000000000000e+00
3.599999999999999867e-01,-4.396151647277635188e-01,-7.242419558206592001e-02,4.463002788472891780e-01,1.006386885800042430e+00,2.803989926851713221e-01,-2.517792051370815187e-01,3.000000000000000000e+00,2.000000000000000000e+00
3.699999999999999956e-01,-1.356808750970009303e+00,-4.939682187181659856e-01,-2.229819105644681443e-01,-1.645858184666781909e-01,6.250473628846564544e-01,6.543256358861881949e-01,3.000000000000000000e+00,2.000000000000000000e+00
3.800000000000000044e-01,2.741426817920444847e-02,-4.412718779243651746e-01,-2.014715024968305457e-01,7.752687205636044077e-01,7.709729189325220666e-01,-7.115234196705122471e-01,3.000000000000000000e+00,2.000000000000000000e+00
3.900000000000000133e-01,-4.840339476218091797e-01,5.552637523951187148e-01,-1.079805544108469739e+00,-5.812141487344657520e-01,1.572413896685997958e+00,5.385409928712059369e-01,3.000000000000000000e+00,2.000000000000000000e+00
4.000000000000000222e-01,4.460305718483326132e-01,6.961339627183926737e-01,-5.032868861216677203e-01,-9.217884666679054817e-04,-8.272320289144374783e-01,1.056752513621361800e+00,3.000000000000000000e+00,2.000000000000000000e+00
4.100000000000000311e-01,2.155091230950645365e-01,2.372163427767914889e-01,2.885758679384009540e-01,-9.784466661027779733e-01,5.579827052276109534e-01,-1.184983535739592142e+00,3.000000000000000000e+00,2.000000000000000000e+00
4.199999999999999845e-01,2.669521958638537695e-01,2.388091742533404727e-02,-2.086931010362169658e-01,5.374231373073135032e-01,7.064928271260373371e-01,1.096123853754571442e+00,3.000000000000000000e+00,2.000000000000000000e+00
4.299999999999999933e-01,7.500138187678528912e-02,4.683017517387311202e-01,8.852849919140926005e-01,-2.886822145655443261e-01,6.648121174524512789e-01,1.146161687794022832e+00,3.000000000000000000e+00,2.000000000000000000e+00
