time,x_error_mm,y_error_mm,z_error_mm
7.459999999999999964e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.469999999999999751e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.480000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.490000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.500000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.509999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.520000000000000462e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.530000000000000249e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.540000000000000036e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.549999999999999822e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.560000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.570000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.580000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.589999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.600000000000000533e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.610000000000000320e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.620000000000000107e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.629999999999999893e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.640000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.650000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.660000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.669999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.679999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.690000000000000391e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.700000000000000178e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.709999999999999964e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.719999999999999751e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.730000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.740000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.750000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.759999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.770000000000000462e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.780000000000000249e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.790000000000000036e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.799999999999999822e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.810000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.820000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.830000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.839999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.850000000000000533e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.860000000000000320e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.870000000000000107e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.879999999999999893e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.890000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.900000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.910000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.919999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.930000000000000604e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.940000000000000391e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.950000000000000178e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.959999999999999964e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.969999999999999751e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.980000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
7.990000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.000000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.009999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.019999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.029999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.040000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.050000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.060000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.070000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.080000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.089999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.099999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.109999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.120000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.130000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.140000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.150000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.160000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.169999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.179999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.189999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.199999999999999289e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.210000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.220000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.230000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.240000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.250000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.259999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.269999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.279999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.290000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.300000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.310000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.320000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.330000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.339999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.349999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.359999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.370000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.380000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.390000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.400000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.410000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.419999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.429999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.439999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.449999999999999289e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.460000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.470000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.480000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.490000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.500000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.509999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.519999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.529999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.540000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.550000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.560000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.570000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.580000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.589999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.599999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.609999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.620000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.630000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.640000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.650000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.660000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.669999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.679999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.689999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.700000000000001066e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.710000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.720000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.730000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.740000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.750000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.759999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.769999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.779999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.790000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.800000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.810000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.820000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.830000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.839999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.849999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.859999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.870000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.880000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.890000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.900000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.910000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.919999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.929999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.939999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.950000000000001066e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.960000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.970000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.980000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
8.990000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.000000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.009999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.019999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.029999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.040000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.050000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.060000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.070000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.080000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.089999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.099999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.109999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.120000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.130000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.140000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.150000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.160000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.169999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.179999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.189999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.200000000000001066e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.210000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.220000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.230000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.240000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.250000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.259999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.269999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.279999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.290000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.300000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.310000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.320000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.330000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.339999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.349999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.359999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.370000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.380000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.390000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.400000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.410000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.419999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.429999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.439999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.450000000000001066e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.460000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.470000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.480000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.490000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.500000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.509999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.519999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.529999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.540000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.550000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.560000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.570000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.580000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.589999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.599999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.609999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.620000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.630000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.640000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.650000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.660000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.669999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.679999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.689999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.700000000000001066e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.710000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.720000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.730000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.740000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.750000000000000000e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.759999999999999787e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.769999999999999574e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.779999999999999361e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.790000000000000924e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.800000000000000711e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.810000000000000497e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.820000000000000284e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.830000000000000071e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.839999999999999858e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.849999999999999645e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.859999999999999432e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.870000000000000995e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.880000000000000782e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.890000000000000568e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.900000000000000355e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.910000000000000142e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.919999999999999929e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.929999999999999716e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.939999999999999503e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.950000000000001066e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.960000000000000853e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.970000000000000639e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.980000000000000426e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
9.990000000000000213e+00,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.000000000000000000e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.000999999999999979e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.001999999999999957e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.002999999999999936e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.004000000000000092e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.005000000000000071e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.006000000000000050e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.007000000000000028e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.008000000000000007e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.008999999999999986e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.009999999999999964e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.010999999999999943e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.012000000000000099e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.013000000000000078e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.014000000000000057e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.015000000000000036e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.016000000000000014e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.016999999999999993e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.017999999999999972e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.018999999999999950e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.020000000000000107e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.021000000000000085e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.022000000000000064e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.023000000000000043e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.024000000000000021e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.025000000000000000e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.025999999999999979e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.026999999999999957e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.027999999999999936e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.029000000000000092e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.030000000000000071e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.031000000000000050e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.032000000000000028e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.033000000000000007e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.033999999999999986e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.034999999999999964e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
1.035999999999999943e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
