time,x_error_mm,y_error_mm,z_error_mm
2.223000000000000043e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.224000000000000199e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.225000000000000000e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.226000000000000156e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.226999999999999957e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.228000000000000114e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.228999999999999915e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.230000000000000071e+01,1.920514677092156148e+02,1.502439324847459901e+01,1.780033290556903935e+01
2.230999999999999872e+01,1.920541409212759163e+02,1.499732120570240745e+01,1.777922265760112452e+01
2.232000000000000028e+01,1.920681768398453642e+02,1.477332730380892478e+01,1.767242583760641850e+01
2.233000000000000185e+01,1.920919630461254144e+02,1.433692105600065148e+01,1.750586279826293890e+01
2.233999999999999986e+01,1.921085965590148135e+02,1.368284994151902723e+01,1.729443758105364637e+01
2.235000000000000142e+01,1.920956564046954611e+02,1.276601048659681226e+01,1.699923962017857448e+01
2.235999999999999943e+01,1.920779558385061137e+02,1.172423006171280413e+01,1.664224438296390929e+01
2.237000000000000099e+01,1.920666535667780010e+02,1.061449580517492919e+01,1.623709434688313991e+01
2.237999999999999901e+01,1.920670649826787439e+02,9.462361140406772009e+00,1.579311649970072118e+01
2.239000000000000057e+01,1.920818923259679423e+02,8.281221024526830732e+00,1.531767111416171190e+01
2.240000000000000213e+01,1.921126081037116649e+02,7.290634235217474668e+00,1.488073777417409005e+01
2.241000000000000014e+01,1.921704014656708921e+02,7.067672900889276910e+00,1.461880582183894361e+01
2.242000000000000171e+01,1.922711000218642710e+02,7.372827343550547141e+00,1.443290015191045583e+01
2.242999999999999972e+01,1.924116818403002753e+02,7.959641365082815057e+00,1.426081811638402286e+01
2.244000000000000128e+01,1.925845916843697410e+02,8.693086173668817196e+00,1.407520711002585578e+01
2.244999999999999929e+01,1.927839210677649930e+02,9.505145696470041372e+00,1.386573005089097776e+01
2.246000000000000085e+01,1.929954252927713299e+02,1.033123335631369599e+01,1.363925178936664651e+01
2.246999999999999886e+01,1.931720558405728809e+02,1.101944737688886988e+01,1.343215270561604058e+01
2.248000000000000043e+01,1.933176513226996178e+02,1.158607276246625872e+01,1.324157861992525298e+01
2.249000000000000199e+01,1.934475826837922625e+02,1.209455530096320608e+01,1.305610332219797698e+01
2.250000000000000000e+01,1.935742706134843445e+02,1.259691119781441948e+01,1.286871756647012255e+01
2.251000000000000156e+01,1.937025619132257077e+02,1.311123398224367520e+01,1.267810588676820949e+01
2.251999999999999957e+01,1.937392778896782488e+02,1.326190268699034647e+01,1.262926273347053652e+01
2.253000000000000114e+01,1.937182562382434412e+02,1.318643984571066241e+01,1.266708211151412655e+01
2.253999999999999915e+01,1.936901793770643110e+02,1.310313720762706957e+01,1.270326633509888481e+01
2.255000000000000071e+01,1.936607220763250723e+02,1.303552327036389080e+01,1.273109768543545428e+01
2.255999999999999872e+01,1.936320807534772257e+02,1.298119105907813520e+01,1.275265763566457622e+01
2.257000000000000028e+01,1.936074031867221947e+02,1.293948078749523845e+01,1.276981940937205096e+01
2.258000000000000185e+01,1.935869616227004997e+02,1.290819354582994904e+01,1.278251487703307987e+01
2.258999999999999986e+01,1.935695599301068910e+02,1.288388751673691424e+01,1.279167934697234088e+01
2.260000000000000142e+01,1.935543817122891141e+02,1.286454723296115432e+01,1.279857192900146856e+01
2.260999999999999943e+01,1.935410438534677553e+02,1.284915721403834254e+01,1.280404336930129894e+01
2.262000000000000099e+01,1.935291787542535076e+02,1.283615049095088168e+01,1.280822649564949955e+01
2.262999999999999901e+01,1.935183722300598390e+02,1.282470593533696679e+01,1.281141916744365972e+01
2.264000000000000057e+01,1.935084931771003482e+02,1.281468548239517169e+01,1.281396227542397348e+01
2.265000000000000213e+01,1.934906568300538652e+02,1.296596629232782405e+01,1.277450080426900669e+01
2.266000000000000014e+01,1.934721493941130461e+02,1.307014092633007607e+01,1.271490949284292959e+01
2.267000000000000171e+01,1.934614791857854641e+02,1.310954512785123072e+01,1.268566111391722373e+01
2.267999999999999972e+01,1.934507230394676469e+02,1.311496276224177748e+01,1.267755641029233438e+01
2.269000000000000128e+01,1.934371508239942443e+02,1.310699725408592897e+01,1.267789672697916536e+01
2.269999999999999929e+01,1.934214649061608782e+02,1.309482313682136478e+01,1.268093230071354327e+01
2.271000000000000085e+01,1.934051399215125855e+02,1.308268047846095072e+01,1.268468818536738851e+01
2.271999999999999886e+01,1.933891636934888538e+02,1.307185206393096699e+01,1.268847153295737940e+01
2.273000000000000043e+01,1.933740427292521815e+02,1.306224416424672796e+01,1.269195184068172466e+01
2.274000000000000199e+01,1.933599814208178600e+02,1.305340415852507263e+01,1.269498366369936626e+01
2.275000000000000000e+01,1.933470474600963485e+02,1.304518428018924858e+01,1.269762172412402990e+01
2.276000000000000156e+01,1.933352434479996589e+02,1.303762421358795009e+01,1.269995715111305046e+01
2.276999999999999957e+01,1.933245251677079182e+02,1.303075892711497197e+01,1.270204971579047637e+01
2.278000000000000114e+01,1.933148169722665557e+02,1.302456899207093954e+01,1.270392900815198090e+01
2.278999999999999915e+01,1.933060233963992971e+02,1.301900508566877690e+01,1.270561215580967485e+01
2.280000000000000071e+01,1.932980496166652244e+02,1.301401037439675612e+01,1.270711578925631713e+01
2.280999999999999872e+01,1.932908127940360998e+02,1.300952851598413673e+01,1.270845820465982356e+01
2.282000000000000028e+01,1.932842405128471057e+02,1.300550570280312179e+01,1.270965864716233540e+01
2.283000000000000185e+01,1.932782678354745372e+02,1.300189222784775467e+01,1.271073393658672757e+01
2.283999999999999986e+01,1.932728367516160972e+02,1.299863987048271952e+01,1.271170132749621651e+01
2.285000000000000142e+01,1.932678945139237214e+02,1.299565078864317513e+01,1.271260967477461179e+01
2.285999999999999943e+01,1.932637234727390023e+02,1.303605436238514059e+01,1.270504343314093987e+01
2.287000000000000099e+01,1.932585584860526922e+02,1.308960275586679245e+01,1.268756452255370704e+01
2.287999999999999901e+01,1.932547350323411592e+02,1.311962777492181687e+01,1.267539288954866450e+01
2.289000000000000057e+01,1.932510575543945492e+02,1.313244057122353681e+01,1.266962706348484602e+01
2.290000000000000213e+01,1.932464921563948792e+02,1.313603451960088009e+01,1.266728672747308160e+01
2.291000000000000014e+01,1.932410287920651797e+02,1.313508363928100842e+01,1.266638939302200484e+01
2.292000000000000171e+01,1.932351685072424345e+02,1.313274502858996584e+01,1.266587623089376891e+01
2.292999999999999972e+01,1.932293184896997218e+02,1.313015163237873928e+01,1.266544249528678279e+01
2.294000000000000128e+01,1.932237202751729228e+02,1.312764386266346328e+01,1.266501705388756172e+01
2.294999999999999929e+01,1.932184877010789421e+02,1.312532921213271919e+01,1.266458983466389654e+01
2.296000000000000085e+01,1.932136587229781242e+02,1.312322478754218658e+01,1.266417034197375813e+01
2.296999999999999886e+01,1.932092446336559419e+02,1.312133178711266623e+01,1.266378390176658897e+01
2.298000000000000043e+01,1.932052316024864922e+02,1.311963000143695446e+01,1.266343078243425957e+01
2.299000000000000199e+01,1.932015946499362542e+02,1.311809959424325989e+01,1.266310740236753496e+01
2.300000000000000000e+01,1.931983051643053670e+02,1.311672291473558971e+01,1.266281345706577000e+01
2.301000000000000156e+01,1.931953331247363224e+02,1.311548368241610696e+01,1.266254803902866399e+01
2.301999999999999957e+01,1.932060797119139295e+02,1.288452949212137710e+01,1.297899890592002592e+01
2.303000000000000114e+01,1.932133120165599678e+02,1.230553705053255520e+01,1.340516518390033696e+01
2.303999999999999915e+01,1.932066697991817250e+02,1.170214152096366078e+01,1.382425834803913034e+01
2.305000000000000071e+01,1.931845190011311217e+02,1.119410301030726629e+01,1.420083450350107057e+01
2.305999999999999872e+01,1.931448071429559548e+02,1.080615877740814845e+01,1.452947741551458094e+01
2.307000000000000028e+01,1.930857180757521974e+02,1.051631910659900271e+01,1.482117537570903920e+01
2.308000000000000185e+01,1.930050460666446099e+02,1.030053202166492099e+01,1.508895696296430700e+01
2.308999999999999986e+01,1.929007009806093436e+02,1.013671456409931437e+01,1.534356177786710873e+01
2.310000000000000142e+01,1.927726379009075686e+02,1.001597053906744250e+01,1.558891925257221978e+01
2.310999999999999943e+01,1.926217144295643777e+02,9.930151351116023761e+00,1.582822273863948581e+01
2.312000000000000099e+01,1.924458472201920358e+02,9.868610358097607005e+00,1.606677024197944448e+01
2.312999999999999901e+01,1.922469248117545817e+02,9.829014027744886306e+00,1.630535528031962400e+01
2.314000000000000057e+01,1.920210105378553749e+02,9.806864343370024883e+00,1.654937419843482971e+01
2.315000000000000213e+01,1.917697061533328053e+02,9.802468292244403969e+00,1.679651951104765928e+01
2.316000000000000014e+01,1.915000087520768091e+02,9.821517944457070826e+00,1.704327685585649377e+01
2.317000000000000171e+01,1.912138237904823939e+02,9.862935594141807982e+00,1.728963698701546647e+01
2.317999999999999972e+01,1.909061804700146752e+02,9.922401225321786811e+00,1.754293429411979588e+01
2.319000000000000128e+01,1.905738497722965406e+02,9.997691814112307895e+00,1.780457438106386547e+01
2.319999999999999929e+01,1.902174832326877265e+02,1.008871809242328865e+01,1.807080878364275378e+01
2.321000000000000085e+01,1.898367420794045870e+02,1.019470177005127276e+01,1.834051755419474716e+01
2.321999999999999886e+01,1.894285980627166737e+02,1.031342386162786795e+01,1.861669802085241798e+01
2.323000000000000043e+01,1.889897204975743250e+02,1.044226805960518689e+01,1.890130381864452147e+01
2.324000000000000199e+01,1.885186073462683964e+02,1.057850941708204928e+01,1.919251946654942742e+01
2.325000000000000000e+01,1.880145421785594522e+02,1.071887077334931959e+01,1.948766941074298131e+01
2.326000000000000156e+01,1.874781668389227320e+02,1.086740509488576301e+01,1.978513428468520274e+01
2.326999999999999957e+01,1.869095680864448354e+02,1.102399917083218739e+01,2.008399383612335853e+01
2.328000000000000114e+01,1.863087179365801660e+02,1.118755278312405466e+01,2.038322035706496749e+01
2.328999999999999915e+01,1.856757680831692880e+02,1.135701350161544276e+01,2.068180830086518895e+01
2.330000000000000071e+01,1.850109948262348212e+02,1.153134799394883814e+01,2.097884290328544310e+01
2.330999999999999872e+01,1.843147524920810554e+02,1.170953159464482951e+01,2.127342531872922393e+01
2.332000000000000028e+01,1.835954793073406961e+02,1.188617927391283402e+01,2.156144798659165218e+01
2.333000000000000185e+01,1.829560496924279960e+02,1.203956083081347828e+01,2.181753873823477718e+01
2.333999999999999986e+01,1.823681456012689068e+02,1.221740246526847784e+01,2.207531403435214656e+01
2.335000000000000142e+01,1.817986972815213846e+02,1.241418642969510699e+01,2.234651456559988247e+01
2.335999999999999943e+01,1.812314261065388621e+02,1.261842570008958653e+01,2.262712916838316346e+01
2.337000000000000099e+01,1.806898947540637153e+02,1.283141616027710974e+01,2.289198359377886405e+01
2.337999999999999901e+01,1.801681563198782783e+02,1.305763466824883068e+01,2.314880664134943800e+01
2.339000000000000057e+01,1.796532395862435862e+02,1.329937212484372289e+01,2.340611086253818840e+01
2.340000000000000213e+01,1.791409526917821893e+02,1.354428752341430098e+01,2.366541612147587870e+01
2.341000000000000014e+01,1.786269127638298073e+02,1.378981067624429713e+01,2.392606338019731638e+01
2.342000000000000171e+01,1.781061750303106805e+02,1.404144895155062756e+01,2.418546964622081319e+01
2.342999999999999972e+01,1.775844470100194599e+02,1.430250108225006400e+01,2.444220827226273229e+01
2.344000000000000128e+01,1.770594519671801095e+02,1.456922932253412739e+01,2.469715776355252501e+01
2.344999999999999929e+01,1.765289923215664771e+02,1.483116937344536268e+01,2.494485217868380644e+01
2.346000000000000085e+01,1.759993612795232707e+02,1.508078693740111476e+01,2.517730397679274290e+01
2.346999999999999886e+01,1.754673927706874395e+02,1.532878362864509292e+01,2.540161589435885503e+01
2.348000000000000043e+01,1.749293973488774725e+02,1.557682568137180823e+01,2.561998846431434629e+01
2.349000000000000199e+01,1.743902134392044161e+02,1.581478149394421884e+01,2.582183849799479702e+01
2.350000000000000000e+01,1.738572021724053229e+02,1.604121294646471085e+01,2.600172886534302208e+01
2.351000000000000156e+01,1.733226027207842321e+02,1.626757040969584267e+01,2.617307670049184765e+01
2.351999999999999957e+01,1.727835891809559143e+02,1.649499581239977175e+01,2.633816252919907086e+01
2.353000000000000114e+01,1.722397023232872755e+02,1.672124471038083371e+01,2.649508470321681841e+01
2.353999999999999915e+01,1.716901774038319672e+02,1.694568737192586738e+01,2.664342733834212851e+01
2.355000000000000071e+01,1.711336146268504308e+02,1.716963956095590760e+01,2.678584986705867621e+01
2.355999999999999872e+01,1.705691564001720621e+02,1.739503323983543481e+01,2.692620380720067885e+01
2.357000000000000028e+01,1.699971947328789099e+02,1.762221780723666242e+01,2.706592131961727077e+01
2.358000000000000185e+01,1.694188216150078006e+02,1.784934630748008644e+01,2.720354260676705138e+01
2.358999999999999986e+01,1.688290307108221100e+02,1.806673723727086767e+01,2.733550957768049372e+01
2.360000000000000142e+01,1.682314517912157612e+02,1.827855421547441850e+01,2.746062265507775990e+01
2.360999999999999943e+01,1.676240869481686389e+02,1.849295212176771486e+01,2.757832072828303538e+01
2.362000000000000099e+01,1.670122857805877743e+02,1.870732602970603864e+01,2.768978420391943018e+01
2.362999999999999901e+01,1.663984043250746652e+02,1.891912665142575634e+01,2.779653833901774007e+01
2.364000000000000057e+01,1.657781522043852931e+02,1.912032619761472318e+01,2.789709758107572668e+01
2.365000000000000213e+01,1.651530040632531779e+02,1.931138680029637200e+01,2.799004374273916795e+01
2.366000000000000014e+01,1.645273555704971500e+02,1.949783889860146147e+01,2.807638946557178272e+01
2.367000000000000171e+01,1.638951903490883524e+02,1.968440082541134117e+01,2.815419738469238098e+01
2.367999999999999972e+01,1.632584391736047849e+02,1.986185653953853603e+01,2.822456093326097815e+01
2.369000000000000128e+01,1.626208142358812552e+02,2.002877060529506537e+01,2.828725586312486229e+01
2.369999999999999929e+01,1.619831466618739455e+02,2.018537522507984860e+01,2.834227503039221574e+01
2.371000000000000085e+01,1.613447369832252889e+02,2.033113420051640929e+01,2.838948458532697572e+01
2.371999999999999886e+01,1.607050182025253662e+02,2.046552030084730589e+01,2.842854690577056687e+01
2.373000000000000043e+01,1.600615904248345203e+02,2.058634228636280028e+01,2.845864886447690978e+01
2.374000000000000199e+01,1.594085729278094448e+02,2.068944530835609186e+01,2.847742941752073875e+01
2.375000000000000000e+01,1.587535265772532682e+02,2.078090471450161303e+01,2.848628498168159950e+01
2.376000000000000156e+01,1.580976527384479198e+02,2.086158609207394576e+01,2.848535053997203192e+01
2.376999999999999957e+01,1.574408075909630895e+02,2.093142630360289758e+01,2.847389881553730362e+01
2.378000000000000114e+01,1.567835980323351635e+02,2.099043571132619235e+01,2.845137966469335566e+01
2.378999999999999915e+01,1.561276082064342177e+02,2.103866400281856386e+01,2.841749050149411460e+01
2.380000000000000071e+01,1.554174646150059687e+02,2.106761313530469693e+01,2.837555654059098487e+01
2.380999999999999872e+01,1.546018582013570892e+02,2.107740860030909857e+01,2.831800122506466977e+01
2.382000000000000028e+01,1.540638724096636167e+02,2.108440758148061178e+01,2.815728678579187871e+01
2.383000000000000185e+01,1.539015389839196359e+02,2.109921124329672182e+01,2.797125414316315073e+01
2.383999999999999986e+01,1.538767447303237930e+02,2.112331488090357823e+01,2.785451505948455164e+01
2.385000000000000142e+01,1.538714129653350540e+02,2.115004984606899541e+01,2.779480039452531059e+01
2.385999999999999943e+01,1.538580988462963433e+02,2.117874643539241575e+01,2.776131045533669806e+01
2.387000000000000099e+01,1.538370344247875892e+02,2.120853840522096689e+01,2.773677301552035601e+01
2.387999999999999901e+01,1.538117841426916073e+02,2.123761962452719132e+01,2.771505232016835407e+01
2.389000000000000057e+01,1.537844783521100851e+02,2.126444433557733760e+01,2.769476597630604431e+01
2.390000000000000213e+01,1.537558648998235071e+02,2.128811295492993949e+01,2.767592851599154358e+01
2.391000000000000014e+01,1.537259845928629147e+02,2.130829202512107656e+01,2.765871944357811785e+01
2.392000000000000171e+01,1.536946779950366135e+02,2.132499679900151790e+01,2.764313376586058268e+01
2.392999999999999972e+01,1.536617669712478573e+02,2.133840674442227936e+01,2.762904770051688530e+01
2.394000000000000128e+01,1.536270722981908818e+02,2.134874784659240987e+01,2.761629594704040258e+01
2.394999999999999929e+01,1.535904067723469382e+02,2.135626356836128892e+01,2.760470654631075149e+01
2.396000000000000085e+01,1.535515336526311216e+02,2.136135206111122642e+01,2.759408741238933516e+01
2.396999999999999886e+01,1.535104668331394464e+02,2.136389227246043987e+01,2.758423882162663787e+01
2.398000000000000043e+01,1.534670764032007924e+02,2.136398993769089572e+01,2.757504663471843642e+01
2.399000000000000199e+01,1.534211959137448105e+02,2.136182005124048899e+01,2.756645159053217142e+01
2.400000000000000000e+01,1.533726819770142811e+02,2.135753366708786771e+01,2.755837863298260615e+01
2.401000000000000156e+01,1.533214138671890794e+02,2.135125203285992512e+01,2.755073884729286604e+01
2.401999999999999957e+01,1.532672854649899534e+02,2.134306719691897314e+01,2.754344768130445686e+01
2.403000000000000114e+01,1.532101999296441193e+02,2.133304247743822302e+01,2.753643186743348537e+01
2.403999999999999915e+01,1.531500679143199761e+02,2.132122536350006214e+01,2.752962883218268431e+01
2.405000000000000071e+01,1.530868068542874596e+02,2.130765763262487766e+01,2.752298364688587995e+01
2.406000000000000227e+01,1.530203402189560222e+02,2.129238008410527883e+01,2.751644649795714770e+01
2.407000000000000028e+01,1.529505966231876926e+02,2.127543371336237854e+01,2.750997139024935478e+01
2.408000000000000185e+01,1.528775089735088670e+02,2.125685913553787643e+01,2.750351561208508144e+01
2.408999999999999986e+01,1.528010137678832052e+02,2.123669541785577763e+01,2.749703949837201122e+01
2.410000000000000142e+01,1.527210505609787106e+02,2.121497892463508705e+01,2.749050626838045375e+01
2.410999999999999943e+01,1.526375615717063852e+02,2.119174242727633839e+01,2.748388186309458447e+01
2.412000000000000099e+01,1.525504914035613524e+02,2.116701453798946986e+01,2.747713476912139186e+01
2.412999999999999901e+01,1.524597868516322308e+02,2.114081943526868912e+01,2.747023583462515717e+01
2.414000000000000057e+01,1.523653967947947194e+02,2.111317679150715065e+01,2.746315806361465661e+01
2.415000000000000213e+01,1.522672721321007998e+02,2.108410218560818805e+01,2.745587653415060458e+01
2.416000000000000014e+01,1.521653656063668620e+02,2.105360704911174352e+01,2.744836834469455056e+01
2.417000000000000171e+01,1.520596331984331187e+02,2.102170047825807586e+01,2.744061127535557532e+01
2.417999999999999972e+01,1.519500443623276453e+02,2.098840305795646088e+01,2.743257797357123806e+01
2.419000000000000128e+01,1.518365665182880946e+02,2.095372803132222828e+01,2.742424334732662672e+01
2.419999999999999929e+01,1.517191481281027734e+02,2.091766615687623698e+01,2.741559758412548575e+01
2.421000000000000085e+01,1.515977423483869302e+02,2.088020258549294539e+01,2.740663387566921827e+01
2.421999999999999886e+01,1.514723112812110060e+02,2.084132025744506223e+01,2.739734107172808564e+01
2.423000000000000043e+01,1.513428223378472239e+02,2.080100307552718064e+01,2.738770533289591924e+01
2.424000000000000199e+01,1.512092450302105817e+02,2.075923516887823084e+01,2.737771611061767629e+01
2.425000000000000000e+01,1.510715502463689290e+02,2.071599962805053963e+01,2.736736704992459579e+01
2.426000000000000156e+01,1.509297110225596441e+02,2.067127862984941089e+01,2.735665215977700626e+01
2.426999999999999957e+01,1.507837031176454445e+02,2.062505333821424003e+01,2.734556488995498569e+01
2.428000000000000114e+01,1.506335053520053577e+02,2.057730414657449458e+01,2.733409839538003538e+01
2.428999999999999915e+01,1.504791075525716053e+02,2.052801182770636146e+01,2.732224168964514277e+01
2.430000000000000071e+01,1.503205146368249814e+02,2.047715804176558763e+01,2.730998516917482277e+01
2.431000000000000227e+01,1.501577021439111661e+02,2.042471908242832157e+01,2.729733473172768399e+01
2.432000000000000028e+01,1.499906474033439565e+02,2.037067115378571458e+01,2.728428829840168390e+01
2.433000000000000185e+01,1.498193382839441767e+02,2.031499136482706191e+01,2.727083902866134224e+01
2.433999999999999986e+01,1.496437697504540267e+02,2.025765704909948539e+01,2.725698027886913621e+01
2.435000000000000142e+01,1.494639410487518205e+02,2.019864555367056980e+01,2.724270678801821077e+01
2.435999999999999943e+01,1.492798538267302604e+02,2.013793438703192962e+01,2.722801468743973885e+01
2.437000000000000099e+01,1.490915075502674085e+02,2.007550538109620319e+01,2.721288495942475549e+01
2.437999999999999901e+01,1.488988017453231691e+02,2.001141517371829437e+01,2.719704585554849530e+01
2.439000000000000057e+01,1.487015598062246227e+02,1.994577623946342015e+01,2.718026351602564716e+01
2.440000000000000213e+01,1.484996851890540484e+02,1.987868654324653761e+01,2.716255624910135680e+01
2.441000000000000014e+01,1.482749852057744988e+02,1.980924581169135479e+01,2.714624700518886158e+01
2.442000000000000171e+01,1.479624575522079510e+02,1.972132539848148269e+01,2.713365391395483783e+01
2.442999999999999972e+01,1.476067489991053492e+02,1.961483227860866307e+01,2.711578189304952957e+01
2.444000000000000128e+01,1.472303714722123402e+02,1.949685071880819009e+01,2.708939046806879603e+01
2.444999999999999929e+01,1.468443805649613978e+02,1.937151565578199097e+01,2.705463630034699207e+01
2.446000000000000085e+01,1.464530062834282091e+02,1.924049006336991852e+01,2.701415015237495965e+01
2.446999999999999886e+01,1.460570421490156150e+02,1.910433909479358761e+01,2.697052219934636952e+01
2.448000000000000043e+01,1.456560683414468542e+02,1.896324677124311364e+01,2.692537237584191701e+01
2.449000000000000199e+01,1.452493652978319005e+02,1.881722191332907457e+01,2.687948132359219144e+01
2.450000000000000000e+01,1.448362364007443261e+02,1.866617306156587119e+01,2.683308942514428708e+01
2.451000000000000156e+01,1.444161232718074643e+02,1.850999684145276802e+01,2.678614532545875448e+01
2.451999999999999957e+01,1.439886284452720417e+02,1.834862937746428813e+01,2.673847603862311573e+01
2.453000000000000114e+01,1.435533130210645254e+02,1.818194646659399183e+01,2.668994636812605137e+01
2.453999999999999915e+01,1.431095656089674151e+02,1.800969836403815094e+01,2.664047059678919993e+01
2.455000000000000071e+01,1.426567181067511001e+02,1.783157656992612061e+01,2.658988143201568377e+01
2.456000000000000227e+01,1.421941093632968318e+02,1.764726128397608917e+01,2.653790438535119733e+01
2.457000000000000028e+01,1.417211687608086379e+02,1.745651515425306144e+01,2.648382951278738062e+01
2.458000000000000185e+01,1.412375119535972203e+02,1.725935055317712141e+01,2.642706163717411982e+01
2.458999999999999986e+01,1.407430395773741907e+02,1.705593721058395928e+01,2.636741437703471291e+01
2.460000000000000142e+01,1.402380076824574644e+02,1.684656623125690800e+01,2.630450983024079648e+01
2.460999999999999943e+01,1.397182452686536465e+02,1.662737878120473667e+01,2.623640119620762690e+01
2.462000000000000099e+01,1.391685811131447110e+02,1.638728075354300984e+01,2.615867376141201106e+01
2.462999999999999901e+01,1.386020377637159129e+02,1.614086737198039501e+01,2.607368821257216496e+01
2.464000000000000057e+01,1.380187343726292397e+02,1.588600841709592082e+01,2.598181470854044051e+01
2.465000000000000213e+01,1.374007094855527384e+02,1.560667034062462832e+01,2.587924384436790604e+01
2.466000000000000014e+01,1.367418872853546929e+02,1.531205213442465762e+01,2.576714966449389266e+01
2.467000000000000171e+01,1.360346132769382734e+02,1.499229237565602446e+01,2.564585602164903833e+01
2.467999999999999972e+01,1.353005359283561688e+02,1.466452491201258823e+01,2.552065117188240251e+01
2.469000000000000128e+01,1.345582298134524137e+02,1.433773585523673333e+01,2.539423904234561036e+01
2.469999999999999929e+01,1.338151300595062878e+02,1.401300267657901166e+01,2.526591942108669286e+01
2.471000000000000085e+01,1.330747541176790492e+02,1.369047379738802483e+01,2.513600498561985219e+01
2.471999999999999886e+01,1.323385611309010415e+02,1.337009519656062650e+01,2.500516729923907278e+01
2.473000000000000043e+01,1.316070409173495932e+02,1.305177749847014113e+01,2.487386959977555634e+01
2.474000000000000199e+01,1.308802997432869120e+02,1.273543665348003628e+01,2.474235270045299728e+01
2.475000000000000000e+01,1.301581150537271867e+02,1.242079188618677676e+01,2.461070759822414544e+01
2.476000000000000156e+01,1.294392129724364509e+02,1.210666345714556158e+01,2.447878585090923309e+01
2.476999999999999957e+01,1.287216741008145675e+02,1.179157424091870077e+01,2.434630647418112304e+01
2.478000000000000114e+01,1.280035549173301774e+02,1.147430973734114801e+01,2.421297147207756950e+01
2.478999999999999915e+01,1.272828262972656432e+02,1.115403567824169073e+01,2.407840925847049007e+01
2.480000000000000071e+01,1.265561725361806538e+02,1.082998134773072252e+01,2.394192976740083623e+01
2.481000000000000227e+01,1.258196071279776902e+02,1.050090161785671761e+01,2.380269410803825991e+01
2.482000000000000028e+01,1.250695289846337772e+02,1.016532419646615182e+01,2.365991032186553866e+01
2.483000000000000185e+01,1.243037738934726661e+02,9.822695999248676202e+00,2.351294579008900243e+01
2.483999999999999986e+01,1.235223338133925353e+02,9.473387542456524812e+00,2.336114862466076403e+01
2.485000000000000142e+01,1.227272351481898340e+02,9.118548062320764203e+00,2.320355316829636649e+01
2.485999999999999943e+01,1.219219635112910822e+02,8.759671017990132924e+00,2.304045911248142531e+01
2.487000000000000099e+01,1.211067230752785946e+02,8.395798182593283698e+00,2.287188420410512890e+01
2.487999999999999901e+01,1.202469473414292054e+02,7.998698488924205208e+00,2.268535802479254571e+01
2.489000000000000057e+01,1.192195678357347646e+02,7.530131693152419814e+00,2.243518792541210161e+01
2.490000000000000213e+01,1.180336565817013366e+02,7.001582989473897456e+00,2.213914082395629279e+01
2.491000000000000014e+01,1.167148423396581194e+02,6.422016902238258496e+00,2.180509154108589698e+01
2.492000000000000171e+01,1.151884134787525795e+02,5.758976827523520470e+00,2.138389018718944712e+01
2.492999999999999972e+01,1.131559998720457259e+02,4.857189431959008097e+00,2.076904669147183569e+01
2.494000000000000128e+01,1.109693692593719589e+02,3.929545569807069150e+00,2.015757109526439450e+01
2.494999999999999929e+01,1.087697528764527988e+02,3.031728702191260894e+00,1.954547850454058278e+01
2.496000000000000085e+01,1.066720337937345846e+02,2.207916975286050576e+00,1.894488646400516174e+01
2.496999999999999886e+01,1.047453028777897686e+02,1.478315103239702388e+00,1.837307612876981722e+01
2.498000000000000043e+01,1.030197463303595384e+02,8.478913738909077402e-01,1.784213839329140683e+01
2.499000000000000199e+01,1.014987303329017152e+02,3.121912224633427435e-01,1.735774617384655727e+01
2.500000000000000000e+01,1.001690831479110670e+02,1.386447066800688965e-01,1.692045938324360321e+01
2.501000000000000156e+01,9.900869661617042539e+01,5.169751411523426654e-01,1.652735837019603338e+01
2.501999999999999957e+01,9.799178318304929292e+01,8.356772401065248879e-01,1.617348893589609560e+01
2.503000000000000114e+01,9.709228345192657628e+01,1.106959613325131375e+00,1.585298451610639425e+01
2.503999999999999915e+01,9.628569736802784007e+01,1.341682331996885136e+00,1.555966710020284438e+01
2.505000000000000071e+01,9.555122047077368563e+01,1.548917836019791938e+00,1.528812218302377701e+01
2.506000000000000227e+01,9.487114158045936563e+01,1.735828832906183283e+00,1.503357341294620042e+01
2.507000000000000028e+01,9.423084612609822841e+01,1.907872939359456232e+00,1.479169808331215563e+01
2.508000000000000185e+01,9.361914788929259146e+01,2.069611436683327366e+00,1.455906379970928199e+01
2.508999999999999986e+01,9.302763230082445034e+01,2.224291978484838062e+00,1.433302609054665311e+01
2.510000000000000142e+01,9.245019865668457726e+01,2.374203547197584196e+00,1.411162398385934580e+01
2.510999999999999943e+01,9.188262184346280037e+01,2.520908229349028140e+00,1.389346051261453141e+01
2.512000000000000099e+01,9.132214303626321339e+01,2.665425331388082686e+00,1.367759453627614974e+01
2.512999999999999901e+01,9.076711014931309762e+01,2.808378272072753479e+00,1.346344218446382612e+01
