time,actual_j1,actual_j2,actual_j3,actual_j4,actual_j5,actual_j6,target_j1,target_j2,target_j3,target_j4,target_j5,target_j6
9.080000000000000071e+00,-7.744673272070103087e-03,-8.525227285070388541e-04,-8.198783812220902583e-04,-8.111528471825198714e-04,7.465823564166392326e-04,-3.973448409932453832e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.089999999999999858e+00,-7.743287184244141384e-03,-8.501771227305014635e-04,-8.196625955582362722e-04,-8.111748311457417588e-04,7.465676331659624326e-04,-5.297533114125190169e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.099999999999999645e+00,-7.740221978607944066e-03,-8.453040751181539487e-04,-8.187061177904001461e-04,-8.111550351575525777e-04,7.465044841043813042e-04,-6.676528747135317362e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.109999999999999432e+00,-7.736090109540134062e-03,-8.388720689680403183e-04,-8.172304733497493239e-04,-8.110893771579297511e-04,7.464024730635743839e-04,-7.802545285099588092e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.120000000000000995e+00,-7.731463957431853468e-03,-8.317361924499824029e-04,-8.153152747363321502e-04,-8.109750418090241452e-04,7.462712921751260640e-04,-8.461639686128114188e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.130000000000000782e+00,-7.726887481054114937e-03,-8.245216991649220728e-04,-8.132050110481620639e-04,-8.108384421996048729e-04,7.461299323148575836e-04,-8.860983532878497820e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.140000000000000568e+00,-7.722694763911738119e-03,-8.177426890461922740e-04,-8.111195145399911375e-04,-8.106971783983238714e-04,7.459902743697766590e-04,-9.109798580726772630e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.150000000000000355e+00,-7.719047835551988423e-03,-8.117323091157499374e-04,-8.092217884937870235e-04,-8.105631605431775320e-04,7.458596180970452011e-04,-9.287303912981713943e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.160000000000000142e+00,-7.697610804246783449e-03,-7.753932970280548020e-04,-8.022712082226288264e-04,-8.117417507233027968e-04,7.464338687940133077e-04,-2.963015968537844273e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.169999999999999929e+00,-7.665324659406669294e-03,-7.259868132190290882e-04,-7.857389346491289433e-04,-8.115297628744732976e-04,7.459577056630416723e-04,-3.877627938408441470e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.179999999999999716e+00,-7.640054095033454486e-03,-6.889939317352968213e-04,-7.703904326558198368e-04,-8.108292531571151696e-04,7.453087315351304048e-04,-3.885225360053780523e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.189999999999999503e+00,-7.628803260043314979e-03,-6.730577980845100627e-04,-7.622045923906887446e-04,-8.103149818522702988e-04,7.449797761797212958e-04,-3.496577610364446513e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.200000000000001066e+00,-7.632069170381253383e-03,-6.779558206723892543e-04,-7.617148166886711499e-04,-8.100976405921434236e-04,7.450518223534138189e-04,-2.821946752064707187e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.210000000000000853e+00,-7.647671856170388908e-03,-7.014135190105604553e-04,-7.672128473685028115e-04,-8.099725446403402635e-04,7.452977898962090050e-04,-1.795709734427358580e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.220000000000000639e+00,-7.673196347562613422e-03,-7.454929970929364798e-04,-7.793655299063989962e-04,-8.099925401735370237e-04,7.456306372679954823e-04,-4.104856971190675139e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.230000000000000426e+00,-7.707710237409852623e-03,-7.999327227805460780e-04,-7.962824754330368425e-04,-8.102512182152268178e-04,7.459856285352492455e-04,9.740713912257683238e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.240000000000000213e+00,-7.754941913823567602e-03,-8.621520982540646421e-04,-8.159386488156080038e-04,-8.103135533225621452e-04,7.461063095438167552e-04,2.741605702042776299e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.250000000000000000e+00,-7.817740919748896941e-03,-9.334198461760645493e-04,-8.384825217124524136e-04,-8.101929744125959103e-04,7.460787197651736315e-04,4.953937574092333417e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.259999999999999787e+00,-7.896002281438869660e-03,-1.014488003160986685e-03,-8.643845949065147262e-04,-8.100399823754797111e-04,7.460639656242376225e-04,7.510379816017957486e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.269999999999999574e+00,-7.987247680990777060e-03,-1.104595475059448259e-03,-8.936168982113313394e-04,-8.099705041216678303e-04,7.461655858577314910e-04,1.028690756360505188e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.279999999999999361e+00,-8.087808076913704722e-03,-1.201785867224598259e-03,-9.256287689230543059e-04,-8.100327207869130377e-04,7.464150228745948523e-04,1.318120479134858859e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.290000000000000924e+00,-8.193786001941007896e-03,-1.303487443302014329e-03,-9.595544612988827137e-04,-8.102239665542446253e-04,7.467954267367283867e-04,1.611760039543940164e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.300000000000000711e+00,-8.301582325203579402e-03,-1.406939175845455013e-03,-9.944115208940769533e-04,-8.105195479620234088e-04,7.472716206865452192e-04,1.903631855944026808e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.310000000000000497e+00,-8.408085213273769343e-03,-1.509441359141326525e-03,-1.029218233469046109e-03,-8.108889757224652323e-04,7.478063111765026992e-04,2.188664090497520762e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.320000000000000284e+00,-8.510717396959063819e-03,-1.608501886434198858e-03,-1.063062464053265901e-03,-8.113017049865400149e-04,7.483634162453169049e-04,2.462348410558602319e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.330000000000000071e+00,-8.607580857046359321e-03,-1.701587439460771007e-03,-1.095093619598848465e-03,-8.117518722823368433e-04,7.489259283498688781e-04,2.718112249414324615e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.339999999999999858e+00,-8.696312189162851494e-03,-1.786288952838087970e-03,-1.124445653466336990e-03,-8.122456226925174085e-04,7.495111845939292404e-04,2.950153728571022610e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.349999999999999645e+00,-8.774820005659279484e-03,-1.860714992567019102e-03,-1.150415897946500910e-03,-8.127571943446569016e-04,7.500924439371067483e-04,3.154828665618408553e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.359999999999999432e+00,-8.841327544293642662e-03,-1.923195937839444715e-03,-1.172426392019400732e-03,-8.132806523619445132e-04,7.506608562096292372e-04,3.327440535035877223e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.370000000000000995e+00,-8.894154234343362025e-03,-1.972140476150955734e-03,-1.189950734952058579e-03,-8.138214160181210478e-04,7.512190484704604114e-04,3.462596401737014449e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.380000000000000782e+00,-8.835461624319385435e-03,-1.920500204226275329e-03,-1.192759872334244603e-03,-8.204701302322165140e-04,7.572796773301415435e-04,2.798166833907061770e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.390000000000000568e+00,-8.669355829810779235e-03,-1.775091295303182640e-03,-1.153473416917870581e-03,-8.229640858049533424e-04,7.592255444572606170e-04,2.215907478363525423e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.400000000000000355e+00,-8.464777511169013086e-03,-1.591082486978066335e-03,-1.091967837255303827e-03,-8.226730126905155245e-04,7.587200522233009331e-04,1.779275500482056949e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.410000000000000142e+00,-8.262501513397203443e-03,-1.403497798067928444e-03,-1.024699990801946573e-03,-8.210129434088799666e-04,7.568419428190712546e-04,1.453461326036538287e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.419999999999999929e+00,-8.082311790779794086e-03,-1.231447212980455634e-03,-9.611478277339074354e-04,-8.187488736758498755e-04,7.544808516718486862e-04,1.209489599147222890e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.429999999999999716e+00,-7.931324067843303904e-03,-1.083681922901879235e-03,-9.058733587328872188e-04,-8.165419704979550580e-04,7.522522101947179884e-04,1.014330876693370112e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.439999999999999503e+00,-7.810485157992223294e-03,-9.627957970370261279e-04,-8.605197411761072697e-04,-8.147069841269814067e-04,7.504303117162830581e-04,8.497940995460332061e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.450000000000001066e+00,-7.717167777563305013e-03,-8.678024903252406792e-04,-8.250316278503094444e-04,-8.133356215761450379e-04,7.490986586441029244e-04,7.066700155385998912e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.460000000000000853e+00,-7.647270315370215468e-03,-7.958656617740742173e-04,-7.984536111420260582e-04,-8.123378400556929748e-04,7.481818734686684859e-04,5.822366232462373316e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.470000000000000639e+00,-7.596379247938288282e-03,-7.433703015921321608e-04,-7.794256239366725500e-04,-8.116089903886194350e-04,7.475396950458991713e-04,4.730441524501815268e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.480000000000000426e+00,-7.560372242297608292e-03,-7.065878488941926272e-04,-7.664935290593149477e-04,-8.110763084134385440e-04,7.470784492747639628e-04,3.756235753869605128e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.490000000000000213e+00,-7.535701331167213995e-03,-6.820636751531093146e-04,-7.582867998968112738e-04,-8.106886743219283206e-04,7.467391782998779618e-04,2.875152728168793930e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000000e+00,-7.519436892935382755e-03,-6.667655957026668179e-04,-7.536049999050286252e-04,-8.104096608899798940e-04,7.464838454872897060e-04,2.070215648561721871e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.509999999999999787e+00,-7.509243805227294212e-03,-6.581799495060853579e-04,-7.513980874047895874e-04,-8.102067552980142919e-04,7.462858511733058437e-04,1.340186211717578525e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.519999999999999574e+00,-7.503330149794140529e-03,-6.542425073039436195e-04,-7.506756363031849653e-04,-8.100481817811311163e-04,7.461255824050079446e-04,6.948953452254372999e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.529999999999999361e+00,-7.500347770449112585e-03,-6.528369075063512710e-04,-7.507555076493253312e-04,-8.099447425407474725e-04,7.460029556901285469e-04,9.406686176917604767e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.540000000000000924e+00,-7.499150884089120922e-03,-6.528167485539224796e-04,-7.512505808227300458e-04,-8.098850487091983387e-04,7.459086750817102473e-04,-4.591126526443208748e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.550000000000000711e+00,-7.498713989417939672e-03,-6.536682465480892802e-04,-7.519444827932776285e-04,-8.098530741172816749e-04,7.458332891016284869e-04,-9.534380734399232016e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.560000000000000497e+00,-7.498576790469333939e-03,-6.550165659076149496e-04,-7.527133099287082550e-04,-8.098411907163921694e-04,7.457727112042437326e-04,-1.387361203297091009e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.570000000000000284e+00,-7.498578523521565176e-03,-6.565969305444196904e-04,-7.534883335721144493e-04,-8.098445141462027111e-04,7.457244718107587742e-04,-1.762900616827291840e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.580000000000000071e+00,-7.498725948650272408e-03,-6.582338927305777599e-04,-7.542338308174557264e-04,-8.098589199358182745e-04,7.456865638236922318e-04,-2.083208839854913902e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.589999999999999858e+00,-7.499031747990330017e-03,-6.598205206610165607e-04,-7.549335942952897956e-04,-8.098807441464703737e-04,7.456570611921223800e-04,-2.352642969306961351e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.599999999999999645e+00,-7.499474334531454518e-03,-6.596820656749936319e-04,-7.548058727897414069e-04,-8.098750807504313462e-04,7.456303294626377828e-04,-2.562474031840917429e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.609999999999999432e+00,-7.497435229688972913e-03,-6.579252433801301364e-04,-7.544256602998104626e-04,-8.098883041686099314e-04,7.455429852002241073e-04,-2.901039464081160954e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.620000000000000995e+00,-7.494224331198387143e-03,-6.566438609177562957e-04,-7.540808465351323204e-04,-8.098282280466045620e-04,7.453653552831646534e-04,-3.212140894481612269e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.630000000000000782e+00,-7.492339488744431848e-03,-6.571978415655036886e-04,-7.542518546901245003e-04,-8.097630361459077922e-04,7.452168875125663025e-04,-3.420844761729730091e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.640000000000000568e+00,-7.491685517731301938e-03,-6.604119030815170819e-04,-7.551328495938506137e-04,-8.097333097454165792e-04,7.451715804091349092e-04,-3.487195647784189591e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.650000000000000355e+00,-7.491477328570386902e-03,-6.661724580913717247e-04,-7.566710985428878183e-04,-8.097693732097894668e-04,7.452644262983397667e-04,-3.426626913283997493e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.660000000000000142e+00,-7.490614913041972363e-03,-6.736852906369635366e-04,-7.586767287030050672e-04,-8.098895959368615418e-04,7.455016846311742114e-04,-3.279356833890766639e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.669999999999999929e+00,-7.488520971548876318e-03,-6.819248909065719162e-04,-7.610481839600198063e-04,-8.101110572200929992e-04,7.458799103412038596e-04,-3.090748335388210136e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.679999999999999716e+00,-7.484952927082655014e-03,-6.898688134833260051e-04,-7.635038276610773807e-04,-8.104196289284136285e-04,7.463842265719775439e-04,-2.858224580726440044e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.689999999999999503e+00,-7.479151281504180064e-03,-6.971251664124981928e-04,-7.658216713189827966e-04,-8.107798074801743837e-04,7.469852677780385985e-04,-2.557234218708571103e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.700000000000001066e+00,-7.470739732122826451e-03,-7.040011838134619532e-04,-7.681212217078880241e-04,-8.111778188137679308e-04,7.476701827070848967e-04,-2.170464620877971406e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.710000000000000853e+00,-7.460578293685952121e-03,-7.128890420741650861e-04,-7.710199548037054585e-04,-8.115566774057940630e-04,7.483405694360638480e-04,-1.582470195262141531e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.720000000000000639e+00,-7.442684544164465850e-03,-7.186308381795689874e-04,-7.745166416971532549e-04,-8.122136574396667235e-04,7.489382080589552550e-04,-1.637467669299399385e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.730000000000000426e+00,-7.417616736936495474e-03,-7.136752202373561164e-04,-7.738843588121598538e-04,-8.120566884877275689e-04,7.484228328866895192e-04,-2.217054356172453515e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.740000000000000213e+00,-7.414229464156130676e-03,-7.148748793996934732e-04,-7.737687789377949979e-04,-8.114006610434058766e-04,7.475231295892622186e-04,-2.226265531794771945e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.750000000000000000e+00,-7.436610826726488231e-03,-7.262388631245721756e-04,-7.763206795324097739e-04,-8.107838608937652713e-04,7.468441353141545011e-04,-1.772609852570483342e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.759999999999999787e+00,-7.477896078797241670e-03,-7.456251507266891364e-04,-7.813325775290723418e-04,-8.104067243549492377e-04,7.465115897710745832e-04,-1.151751862749117531e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.769999999999999574e+00,-7.528691082146653744e-03,-7.687395522172649166e-04,-7.884644011344128008e-04,-8.103514520322664975e-04,7.464833501311642300e-04,-6.633173343608804290e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.779999999999999361e+00,-7.581140136884283523e-03,-7.917926589349818123e-04,-7.962905770505112777e-04,-8.104901278552389563e-04,7.466210993152985450e-04,-3.136257910826287670e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.790000000000000924e+00,-7.630370024084064638e-03,-8.120356609848066159e-04,-8.035599497119376954e-04,-8.107086631441538923e-04,7.468192931079562207e-04,-6.989093188659719097e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.800000000000000711e+00,-7.673091735737015522e-03,-8.277006010023887049e-04,-8.094671313457038652e-04,-8.109347231601024639e-04,7.470068130589391144e-04,8.040405266925407891e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.810000000000000497e+00,-7.707734018562843910e-03,-8.380326407807578296e-04,-8.135644792678089435e-04,-8.111197704173436470e-04,7.471419674597533627e-04,1.636543392568806643e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
