time,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z
8.240000000000000213e+00,2.821008892978162375e-01,4.032469986567865927e-01,9.653242636293569712e-01,-1.255192970250623985e-01,3.507632068789232616e-01,1.006207495928274520e+00
8.250000000000000000e+00,2.820973615980447713e-01,4.032491548084619071e-01,9.653264978122121365e-01,-1.255015200399980935e-01,3.507539049513268004e-01,1.006209619712181480e+00
8.259999999999999787e+00,2.820940816846185251e-01,4.032511035799688504e-01,9.653285429854396860e-01,-1.254836039128179037e-01,3.507467891448322050e-01,1.006213358882333209e+00
8.269999999999999574e+00,2.820912001899557042e-01,4.032527809644432804e-01,9.653303197862694862e-01,-1.254668402265089744e-01,3.507413590004761494e-01,1.006217711643379475e+00
8.279999999999999361e+00,2.820742690433540867e-01,4.032622353941456295e-01,9.653399282622022737e-01,-1.257367565314188307e-01,3.504411774618384490e-01,1.005845027519280732e+00
8.290000000000000924e+00,2.820495315885767629e-01,4.032770733950752362e-01,9.653553210481051750e-01,-1.263819322368963383e-01,3.498999483657980747e-01,1.005118103327589552e+00
8.300000000000000711e+00,2.820302030980615382e-01,4.032891250289710738e-01,9.653678725665127969e-01,-1.272075356326958784e-01,3.493426703194070781e-01,1.004260385961229574e+00
8.310000000000000497e+00,2.820213596746370399e-01,4.032948523343456992e-01,9.653738428615757927e-01,-1.280586499190453642e-01,3.488657783876638607e-01,1.003394486043630573e+00
8.320000000000000284e+00,2.820230800475024835e-01,4.032937975007159226e-01,9.653728466513857853e-01,-1.288270840010382612e-01,3.485021608595097464e-01,1.002584170296107358e+00
8.330000000000000071e+00,2.820332364357281407e-01,4.032870280711888800e-01,9.653661139286394688e-01,-1.294457096181102773e-01,3.482552800144294025e-01,1.001858369347512934e+00
8.339999999999999858e+00,2.820486915830970331e-01,4.032765793858126835e-01,9.653556798978891740e-01,-1.298798148906546712e-01,3.481161376824914444e-01,1.001225623326322367e+00
8.349999999999999645e+00,2.820663864459368453e-01,4.032646105687189286e-01,9.653436501732515218e-01,-1.301183109115764125e-01,3.480711674529581856e-01,1.000683095544319334e+00
8.359999999999999432e+00,2.820837565618615761e-01,4.032529434339128804e-01,9.653318530675359943e-01,-1.301665996139944048e-01,3.481059436406282459e-01,1.000222114709904409e+00
8.370000000000000995e+00,2.820989612993481388e-01,4.032428733455294401e-01,9.653215988515176926e-01,-1.300404992194550968e-01,3.482067205988043090e-01,9.998315588940200893e-01
8.380000000000000782e+00,2.821109025222326983e-01,4.032351517146185449e-01,9.653136576199832231e-01,-1.297617713190010180e-01,3.483609694775425814e-01,9.994999159060682370e-01
8.390000000000000568e+00,2.821191248444605004e-01,4.032300722243136182e-01,9.653083408766586215e-01,-1.293549644253650655e-01,3.485574509379825159e-01,9.992164624539389139e-01
8.400000000000000355e+00,2.821236691341542646e-01,4.032275887090839284e-01,9.653056066356104914e-01,-1.288453964021035736e-01,3.487861534020718635e-01,9.989718307579318335e-01
8.410000000000000142e+00,2.821251043696366145e-01,4.032271777694937942e-01,9.653049746746937831e-01,-1.282579345072597798e-01,3.490380577050496425e-01,9.987582655001782106e-01
8.419999999999999929e+00,2.821242063731027039e-01,4.032283383853482173e-01,9.653059436547849481e-01,-1.276157410963119632e-01,3.493048141119952654e-01,9.985698237187107251e-01
8.429999999999999716e+00,2.821214191349263323e-01,4.032307897189387202e-01,9.653082222870862372e-01,-1.269403866698081418e-01,3.495787739328297117e-01,9.984020976962965088e-01
8.439999999999999503e+00,2.821172199120766111e-01,4.032341545857540677e-01,9.653114619855124312e-01,-1.262518064912517002e-01,3.498528267288095184e-01,9.982520660451087435e-01
8.449999999999999289e+00,2.821121632139878543e-01,4.032378946026791144e-01,9.653151756569092745e-01,-1.255683169492613216e-01,3.501202618809604594e-01,9.981179269496721629e-01
8.460000000000000853e+00,2.821066814581745796e-01,4.032418304007339693e-01,9.653191368411386808e-01,-1.249070660929454818e-01,3.503746492292417192e-01,9.979987644214434184e-01
8.470000000000000639e+00,2.821010289968162721e-01,4.032458874541653970e-01,9.653232348398196327e-01,-1.242842095804079922e-01,3.506098148244507495e-01,9.978943837527943783e-01
8.480000000000000426e+00,2.820954106446375009e-01,4.032499806385003716e-01,9.653273643498908596e-01,-1.237149979759212537e-01,3.508197414283619198e-01,9.978052023043751939e-01
8.490000000000000213e+00,2.820899706565831444e-01,4.032540348359716642e-01,9.653314445521052889e-01,-1.232139887428433112e-01,3.509985237924684864e-01,9.977321130694285500e-01
8.500000000000000000e+00,2.820678001997912188e-01,4.032692481260053419e-01,9.653459065127172334e-01,-1.233172488172314257e-01,3.506301735588455148e-01,9.973812747689498881e-01
8.509999999999999787e+00,2.820372153891037015e-01,4.032899968069904029e-01,9.653666001069427516e-01,-1.239246787338273426e-01,3.500342830304102315e-01,9.966838489398016643e-01
8.519999999999999574e+00,2.820130732149685460e-01,4.033064203155870553e-01,9.653832593100760695e-01,-1.248000212492141603e-01,3.494212207409478355e-01,9.958544170812414498e-01
8.529999999999999361e+00,2.820010331496268785e-01,4.033146822385583197e-01,9.653917834465499670e-01,-1.257794462247364131e-01,3.488694044374294201e-01,9.950204669280564573e-01
8.540000000000000924e+00,2.820009518571950369e-01,4.033149119564168328e-01,9.653921943478903644e-01,-1.267500455931386272e-01,3.484036331822563115e-01,9.942508664742657487e-01
8.550000000000000711e+00,2.820103884386755966e-01,4.033085467769568222e-01,9.653860223005943375e-01,-1.276412556747440197e-01,3.480244107920274499e-01,9.935784115086534474e-01
8.560000000000000497e+00,2.820259946642746929e-01,4.032979085094637317e-01,9.653755074056645791e-01,-1.284153336511940635e-01,3.477224365320919497e-01,9.930138852078800316e-01
8.570000000000000284e+00,2.820444382154408958e-01,4.032853668366049860e-01,9.653630007578400951e-01,-1.290580690684836607e-01,3.474854704638408176e-01,9.925551209793161966e-01
8.580000000000000071e+00,2.820629366014051898e-01,4.032728792147292074e-01,9.653504678039174225e-01,-1.295709160625325984e-01,3.473014007651765711e-01,9.921928425881568758e-01
8.589999999999999858e+00,2.820794964433951391e-01,4.032618154073523975e-01,9.653392973588642567e-01,-1.299648219732972565e-01,3.471594701081738288e-01,9.919144077705270846e-01
8.599999999999999645e+00,2.820929237850581806e-01,4.032529599725466207e-01,9.653303000036432824e-01,-1.302556724287105838e-01,3.470506337953914722e-01,9.917061617099560689e-01
8.609999999999999432e+00,2.821027114978682526e-01,4.032466079920767887e-01,9.653237982241507087e-01,-1.304611189914370029e-01,3.469675279897911357e-01,9.915548590694449604e-01
8.620000000000000995e+00,2.821088749734937950e-01,4.032426954109140649e-01,9.653197518044830394e-01,-1.305985118550024582e-01,3.469042800448771668e-01,9.914484610179554736e-01
8.630000000000000782e+00,2.821118178343786642e-01,4.032409105698134266e-01,9.653178571298984822e-01,-1.306836674330576764e-01,3.468562726526620010e-01,9.913765189088278307e-01
8.640000000000000568e+00,2.821124458096048171e-01,4.032405384744280896e-01,9.653174348335202826e-01,-1.307302167238073021e-01,3.468199022926557462e-01,9.913302956683516243e-01
8.650000000000000355e+00,2.821113400005988980e-01,4.032411941821164580e-01,9.653180914968179094e-01,-1.307496424855132122e-01,3.467924203314223797e-01,9.913026673113780607e-01
8.660000000000000142e+00,2.821089599921783875e-01,4.032426379983901077e-01,9.653195614987551965e-01,-1.307514073089516837e-01,3.467718191216596635e-01,9.912878958369519822e-01
8.669999999999999929e+00,2.821057835646234024e-01,4.032445799041155521e-01,9.653215484728832063e-01,-1.307421319903035728e-01,3.467563917905405746e-01,9.912817260140939224e-01
8.679999999999999716e+00,2.821022093072638737e-01,4.032467442043499717e-01,9.653237880368897850e-01,-1.307266807515868046e-01,3.467448364453671328e-01,9.912810307381694219e-01
8.689999999999999503e+00,2.820985648112702138e-01,4.032488803118446374e-01,9.653260341414517942e-01,-1.307084973562402386e-01,3.467361913916875427e-01,9.912835656346026258e-01
8.700000000000001066e+00,2.820951227276840556e-01,4.032508383744981550e-01,9.653281217236966416e-01,-1.306898867307760004e-01,3.467297325817941256e-01,9.912877718425796569e-01
8.710000000000000853e+00,2.820920631804891276e-01,4.032525422498438039e-01,9.653299564988380155e-01,-1.306722984774228158e-01,3.467249167585923497e-01,9.912926020469861044e-01
8.720000000000000639e+00,2.820744698599715883e-01,4.032622494176493766e-01,9.653398619382703716e-01,-1.309472967086612039e-01,3.464178674518683665e-01,9.909305174610568701e-01
8.730000000000000426e+00,2.820489371540637058e-01,4.032771566965517307e-01,9.653554831533844860e-01,-1.316033982665253121e-01,3.458553747543963719e-01,9.902205121207533489e-01
8.740000000000000213e+00,2.820290601338162895e-01,4.032890700932665329e-01,9.653680694747647228e-01,-1.324402682690398736e-01,3.452674091066578743e-01,9.893788689831197747e-01
8.750000000000000000e+00,2.820199926014967939e-01,4.032945984497038339e-01,9.653739579238767021e-01,-1.332998805153814137e-01,3.447573188442475955e-01,9.885261837294236908e-01
8.759999999999999787e+00,2.820217755927383885e-01,4.032934162215875973e-01,9.653728633476452714e-01,-1.340721207877440535e-01,3.443634455152664864e-01,9.877261171894327063e-01
8.769999999999999574e+00,2.820322014286115730e-01,4.032866364798118330e-01,9.653660676056432521e-01,-1.346886386467167074e-01,3.440925797040300660e-01,9.870080576029738317e-01
